date,return
2019-01-01,0.05819703309243063
2019-01-02,0.09281092739036656
2019-01-03,-0.03756331820274972
2019-01-04,0.03875598086124388
2019-01-05,0.005659011647035639
2019-01-06,0.0067395144932278495
2019-01-07,-0.02937735603795666
2019-01-08,-0.01165126556850149
2019-01-09,0.003387533875338855
2019-01-10,-0.15631330182309244
2019-01-11,-0.0024009603841536054
2019-01-12,-0.010429201764941887
2019-01-13,-0.07450344548034049
2019-01-14,0.0
2019-01-15,-0.0630169358014967
2019-01-16,0.021269440941572126
2019-01-17,0.0004939084622983536
2019-01-18,-0.01949975316768149
2019-01-19,0.028782411680791986
2019-01-20,-0.0418433931484502
2019-01-21,-0.0
2019-01-22,0.0
2019-01-23,-0.0
2019-01-24,-0.0
2019-01-25,-0.0
2019-01-26,0.0
2019-01-27,-0.0
2019-01-28,-0.0
2019-01-29,-0.0
2019-01-30,0.0
2019-01-31,-0.0
2019-02-01,0.0
2019-02-02,0.0
2019-02-03,-0.0
2019-02-04,0.0
2019-02-05,-0.0
2019-02-06,-0.0
2019-02-07,-0.0
2019-02-08,0.0
2019-02-09,-0.0
2019-02-10,0.0
2019-02-11,-0.03380754475703329
2019-02-12,0.0
2019-02-13,-0.0
2019-02-14,-0.0
2019-02-15,0.0
2019-02-16,0.0
2019-02-17,0.0
2019-02-18,0.08927102803738318
2019-02-19,-0.015443750428993042
2019-02-20,0.034857780256553283
2019-02-21,-0.018526003772568078
2019-02-22,0.011462694762852665
2019-02-23,0.07077904451682948
2019-02-24,-0.16281133151657268
2019-02-25,0.04367903103709314
2019-02-26,-0.011967795749619259
2019-02-27,-0.008809279107326318
2019-02-28,0.0023700192564064526
2019-03-01,-0.00014777597162707323
2019-03-02,-0.020396098137747454
2019-03-03,-0.014785757392878796
2019-03-04,-0.037901990811638475
2019-03-05,0.08810187027457217
2019-03-06,0.004973668812170873
2019-03-07,-0.004294032023289707
2019-03-08,-0.024047949711278327
2019-03-09,0.028085680047932993
2019-03-10,-0.013841334596051635
2019-03-11,-0.019945335007756637
2019-03-12,0.006783749152031504
2019-03-13,-0.014374485288612626
2019-03-14,0.004177744018230012
2019-03-15,0.032980332829047
2019-03-16,0.03192735793790269
2019-03-17,-0.015966505818904353
2019-03-18,-0.007788274320328692
2019-03-19,0.006977251253724948
2019-03-20,0.0033201010465533365
2019-03-21,-0.029925904611179055
2019-03-22,0.008379681127178351
2019-03-23,0.00956022944550683
2019-03-24,-0.008668414918414857
2019-03-25,-0.015504445587478988
2019-03-26,0.001492760113449787
2019-03-27,0.039275599940378436
2019-03-28,-0.011401936177841354
2019-03-29,0.03909763528217014
2019-03-30,-0.005514834205933572
2019-03-31,-0.007581075389583081
2019-04-01,-0.0009902390720044618
2019-04-02,0.1562588501840838
2019-04-03,-0.020513134529422494
2019-04-04,-0.01625406351587888
2019-04-05,0.047089476359938987
2019-04-06,0.004430418158645422
2019-04-07,0.0526283987915408
2019-04-08,0.025888295735032374
2019-04-09,-0.02305282005371534
2019-04-10,0.014432989690721598
2019-04-11,-0.07367886178861793
2019-04-12,-0.005363564332297122
2019-04-13,-0.0012255652919909155
2019-04-14,0.026013865881342246
2019-04-15,-0.043532858936793595
2019-04-16,0.03388558924663965
2019-04-17,0.0022978774868476215
2019-04-18,0.04573152337858222
2019-04-19,-0.003980845785496068
2019-04-20,0.0013901760889714065
2019-04-21,-0.024814900509023574
2019-04-22,0.0114478913340057
2019-04-23,-0.00797560403471742
2019-04-24,-0.02589264601560648
2019-04-25,-0.06105109843427603
2019-04-26,0.020876421923474497
2019-04-27,0.008610319721430892
2019-04-28,-0.009164522001129938
2019-04-29,-0.017358251504592803
2019-04-30,0.043324092579459794
2019-05-01,-0.010134091330408546
2019-05-02,0.010112990823397228
2019-05-03,0.03862554848278843
2019-05-04,-0.025943115553968887
2019-05-05,-0.003970678069639466
2019-05-06,0.06102422569763877
2019-05-07,-0.02208092485549129
2019-05-08,0.009871143161130025
2019-05-09,0.00029265437518288806
2019-05-10,0.011761263897015706
2019-05-11,0.09999421664449715
2019-05-12,-0.010988433228180772
2019-05-13,0.041092977513157214
2019-05-14,0.10498366013071903
2019-05-15,0.14648798521256934
2019-05-16,0.06509471987101967
2019-05-17,-0.07549668874172177
2019-05-18,-0.04379860826852233
2019-05-19,0.11091609589041096
2019-05-20,-0.03522022272744785
2019-05-21,0.012221911570875044
2019-05-22,-0.03862999644872356
2019-05-23,0.003776063043835265
2019-05-24,0.01762348707883543
2019-05-25,0.0054245188250894305
2019-05-26,0.056869954440092574
2019-05-27,0.022991113632066407
2019-05-28,0.0018482238568735543
2019-05-29,-0.00811718259971217
2019-05-30,-0.05308187330283076
2019-05-31,0.052404148334380896
2019-06-01,-0.013325867861142204
2019-06-02,0.01721333182007334
2019-06-03,-0.07055191907170488
2019-06-04,-0.034092273218358615
2019-06-05,0.017564936409959042
2019-06-06,0.012742743150266689
2019-06-07,4.019938896937525e-05
2019-06-08,-0.022189170719942197
2019-06-09,-0.05044193216855086
2019-06-10,0.06723525846393619
2019-06-11,-0.009005719849093374
2019-06-12,0.06901633304678856
2019-06-13,-0.024813325674899467
2019-06-14,0.03062787136294043
2019-06-15,0.02038328189888361
2019-06-16,-0.00033604659846153684
2019-06-17,0.020281627012288528
2019-06-18,-0.03111729389368867
2019-06-19,0.013148945817274882
2019-06-20,0.01148653688371759
2019-06-21,0.08528132143647227
2019-06-22,0.055851877017156326
2019-06-23,-0.007303967309115644
2019-06-24,0.010112796577207428
2019-06-25,0.021242459247850176
2019-06-26,0.06639225790234393
2019-06-27,-0.12092283214001576
2019-06-28,0.04256745433216014
2019-06-29,0.021122006108342584
2019-06-30,-0.07845853535671565
2019-07-01,0.008097027673385826
2019-07-02,-0.012166604534517123
2019-07-03,0.033141210374639574
2019-07-04,-0.06113435611343554
2019-07-05,0.016765111590563375
2019-07-06,0.002852471562249992
2019-07-07,0.056991224114606887
2019-07-08,0.02379233394591762
2019-07-09,-0.014456518254960526
2019-07-10,-0.05929226566057366
2019-07-11,-0.07122359367977049
2019-07-12,0.0
2019-07-13,-0.0
2019-07-14,-0.0
2019-07-15,0.0
2019-07-16,-0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,-0.0
2019-07-20,0.0
2019-07-21,-0.0
2019-07-22,-0.0
2019-07-23,-0.0
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,-0.0
